Date,Apple,Google,Facebook,Amazon,Netflix,Microsoft
18/01/1991,1.561,,,,,0.8805
21/01/1991,1.5932,,,,,0.939
22/01/1991,1.6328,,,,,0.9226
23/01/1991,1.6403,,,,,0.9308
24/01/1991,1.6496,,,,,0.9478
25/01/1991,1.6648,,,,,0.9308
28/01/1991,1.7044,,,,,0.9643
29/01/1991,1.7366,,,,,0.9643
30/01/1991,1.7044,,,,,1.0062
31/01/1991,1.7775,,,,,1.0314
01/02/1991,1.7775,,,,,1.0482
04/02/1991,1.7853,,,,,1.04
05/02/1991,1.7684,,,,,1.0565
06/02/1991,1.8492,,,,,1.1069
07/02/1991,1.825,,,,,1.0736
08/02/1991,1.8414,,,,,1.0898
11/02/1991,1.9209,,,,,1.0819
12/02/1991,1.9532,,,,,1.0736
13/02/1991,1.9209,,,,,1.0987
14/02/1991,1.9209,,,,,1.0565
15/02/1991,1.8326,,,,,1.065
19/02/1991,1.8414,,,,,1.065
20/02/1991,1.9057,,,,,1.0736
21/02/1991,1.9606,,,,,1.04
22/02/1991,1.8887,,,,,1.0819
25/02/1991,1.9286,,,,,1.0565
26/02/1991,1.8414,,,,,1.065
27/02/1991,1.8646,,,,,1.1069
28/02/1991,1.8646,,,,,1.0736
01/03/1991,1.825,,,,,1.1069
04/03/1991,1.857,,,,,1.1238
05/03/1991,1.8887,,,,,1.174
06/03/1991,2.0489,,,,,1.0898
07/03/1991,2.0337,,,,,1.0898
08/03/1991,2.1695,,,,,1.065
11/03/1991,2.0643,,,,,1.0232
12/03/1991,2.0171,,,,,1.0062
13/03/1991,2.0093,,,,,1.0565
14/03/1991,2.1373,,,,,1.0232
15/03/1991,2.1053,,,,,1.0062
18/03/1991,2.1053,,,,,1.0232
19/03/1991,2.1284,,,,,1.0314
20/03/1991,2.2167,,,,,1.04
21/03/1991,2.1846,,,,,0.9894
22/03/1991,2.0489,,,,,0.9813
25/03/1991,2.0337,,,,,1.0314
26/03/1991,2.0733,,,,,1.0987
27/03/1991,2.2411,,,,,1.1238
28/03/1991,2.2167,,,,,1.1069
01/04/1991,2.1771,,,,,1.1238
02/04/1991,2.2091,,,,,1.1826
03/04/1991,2.3205,,,,,1.1909
04/04/1991,2.2411,,,,,1.1909
05/04/1991,2.2973,,,,,1.149
08/04/1991,2.2167,,,,,1.1658
09/04/1991,2.2333,,,,,1.149
10/04/1991,2.1926,,,,,1.1319
11/04/1991,2.1695,,,,,1.1405
12/04/1991,2.2899,,,,,1.1069
15/04/1991,1.9773,,,,,1.1909
16/04/1991,2.0246,,,,,1.1909
17/04/1991,2.081,,,,,1.1658
18/04/1991,2.0093,,,,,1.1069
19/04/1991,1.9532,,,,,1.1069
22/04/1991,1.9057,,,,,1.065
23/04/1991,1.9926,,,,,1.0565
24/04/1991,1.9773,,,,,1.0736
25/04/1991,1.9132,,,,,1.0482
26/04/1991,1.8722,,,,,1.0565
29/04/1991,1.8722,,,,,1.0232
30/04/1991,1.8492,,,,,1.0314
01/05/1991,1.5369,,,,,1.0565
02/05/1991,1.5289,,,,,1.0482
03/05/1991,1.5687,,,,,1.0482
06/05/1991,1.5521,,,,,1.0819
07/05/1991,1.6328,,,,,1.0565
08/05/1991,1.6251,,,,,1.0819
09/05/1991,1.6006,,,,,1.1069
10/05/1991,1.6496,,,,,1.0819
13/05/1991,1.6725,,,,,1.0736
14/05/1991,1.6892,,,,,1.0482
15/05/1991,1.6496,,,,,1.04
16/05/1991,1.6328,,,,,1.0314
17/05/1991,1.561,,,,,1.04
20/05/1991,1.5124,,,,,1.04
21/05/1991,1.4486,,,,,1.0736
22/05/1991,1.4651,,,,,1.1153
23/05/1991,1.4882,,,,,1.149
24/05/1991,1.4572,,,,,1.1571
28/05/1991,1.4728,,,,,1.1658
29/05/1991,1.4803,,,,,1.149
30/05/1991,1.5048,,,,,1.1571
31/05/1991,1.5213,,,,,1.1405
03/06/1991,1.5048,,,,,1.174
04/06/1991,1.5853,,,,,1.174
05/06/1991,1.5766,,,,,1.1826
06/06/1991,1.5443,,,,,1.149
07/06/1991,1.4803,,,,,1.149
10/06/1991,1.4728,,,,,1.1571
11/06/1991,1.4406,,,,,1.1571
12/06/1991,1.4085,,,,,1.1571
13/06/1991,1.3599,,,,,1.1658
14/06/1991,1.3689,,,,,1.1909
17/06/1991,1.3126,,,,,1.1826
18/06/1991,1.3524,,,,,1.149
19/06/1991,1.3366,,,,,1.0565
20/06/1991,1.3202,,,,,1.0565
21/06/1991,1.3447,,,,,1.0565
24/06/1991,1.3366,,,,,1.04
25/06/1991,1.3447,,,,,1.0314
26/06/1991,1.3689,,,,,1.065
27/06/1991,1.3599,,,,,1.065
28/06/1991,1.3524,,,,,1.0819
01/07/1991,1.3524,,,,,1.1153
02/07/1991,1.3524,,,,,1.0146
03/07/1991,1.3524,,,,,0.9979
05/07/1991,1.3769,,,,,0.956
08/07/1991,1.4486,,,,,1.0565
09/07/1991,1.5124,,,,,1.0736
10/07/1991,1.5213,,,,,1.0314
11/07/1991,1.5048,,,,,1.0482
12/07/1991,1.5124,,,,,1.0819
15/07/1991,1.4969,,,,,1.0987
16/07/1991,1.4572,,,,,1.0314
17/07/1991,1.3932,,,,,1.065
18/07/1991,1.4085,,,,,1.0565
19/07/1991,1.4486,,,,,1.0482
22/07/1991,1.4651,,,,,1.065
23/07/1991,1.4803,,,,,1.0482
24/07/1991,1.4486,,,,,1.0482
25/07/1991,1.4486,,,,,1.0482
26/07/1991,1.4651,,,,,1.1153
29/07/1991,1.4486,,,,,1.1069
30/07/1991,1.4572,,,,,1.1405
31/07/1991,1.4882,,,,,1.1571
01/08/1991,1.4728,,,,,1.1571
02/08/1991,1.5932,,,,,1.149
05/08/1991,1.5932,,,,,1.1319
06/08/1991,1.561,,,,,1.174
07/08/1991,1.5853,,,,,1.1909
08/08/1991,1.6251,,,,,1.2324
09/08/1991,1.6163,,,,,1.2492
12/08/1991,1.6251,,,,,1.3165
13/08/1991,1.6648,,,,,1.2998
14/08/1991,1.7531,,,,,1.2915
15/08/1991,1.7611,,,,,1.2665
16/08/1991,1.6892,,,,,1.2159
19/08/1991,1.5853,,,,,1.2665
20/08/1991,1.6496,,,,,1.2831
21/08/1991,1.68,,,,,1.3165
22/08/1991,1.7288,,,,,1.3165
23/08/1991,1.7288,,,,,1.3249
26/08/1991,1.6967,,,,,1.3249
27/08/1991,1.6967,,,,,1.3249
28/08/1991,1.7288,,,,,1.3502
29/08/1991,1.7044,,,,,1.3417
30/08/1991,1.6967,,,,,1.3333
03/09/1991,1.6892,,,,,1.3083
04/09/1991,1.6892,,,,,1.2998
05/09/1991,1.6496,,,,,1.2665
06/09/1991,1.6328,,,,,1.2665
09/09/1991,1.657,,,,,1.2831
10/09/1991,1.6892,,,,,1.2581
11/09/1991,1.6251,,,,,1.2998
12/09/1991,1.6403,,,,,1.3417
13/09/1991,1.6006,,,,,1.2998
16/09/1991,1.5766,,,,,1.2998
17/09/1991,1.5048,,,,,1.3165
18/09/1991,1.561,,,,,1.3333
19/09/1991,1.6083,,,,,1.3585
20/09/1991,1.5932,,,,,1.3502
23/09/1991,1.6006,,,,,1.3333
24/09/1991,1.5853,,,,,1.3836
25/09/1991,1.6083,,,,,1.3755
26/09/1991,1.6083,,,,,1.4005
27/09/1991,1.6006,,,,,1.3836
30/09/1991,1.5766,,,,,1.3921
01/10/1991,1.5766,,,,,1.3836
02/10/1991,1.657,,,,,1.3585
03/10/1991,1.6006,,,,,1.3836
04/10/1991,1.5369,,,,,1.3668
07/10/1991,1.5369,,,,,1.3836
08/10/1991,1.5408,,,,,1.4005
09/10/1991,1.5443,,,,,1.4171
10/10/1991,1.561,,,,,1.4257
11/10/1991,1.5408,,,,,1.4087
14/10/1991,1.5687,,,,,1.4425
15/10/1991,1.6163,,,,,1.4337
16/10/1991,1.68,,,,,1.4257
17/10/1991,1.6967,,,,,1.4087
18/10/1991,1.7649,,,,,1.4087
21/10/1991,1.7684,,,,,1.4337
22/10/1991,1.7775,,,,,1.4425
23/10/1991,1.7611,,,,,1.4171
24/10/1991,1.6967,,,,,1.4171
25/10/1991,1.657,,,,,1.4005
28/10/1991,1.6496,,,,,1.4171
29/10/1991,1.6496,,,,,1.4257
30/10/1991,1.6648,,,,,1.4841
31/10/1991,1.6251,,,,,1.4676
01/11/1991,1.6403,,,,,1.4425
04/11/1991,1.6251,,,,,1.4337
05/11/1991,1.5932,,,,,1.4758
06/11/1991,1.5687,,,,,1.501
07/11/1991,1.5521,,,,,1.4927
08/11/1991,1.6403,,,,,1.501
11/11/1991,1.7136,,,,,1.543
12/11/1991,1.7366,,,,,1.5598
13/11/1991,1.7288,,,,,1.593
14/11/1991,1.7366,,,,,1.5511
15/11/1991,1.7441,,,,,1.4927
18/11/1991,1.6006,,,,,1.5095
19/11/1991,1.657,,,,,1.518
20/11/1991,1.6403,,,,,1.5095
21/11/1991,1.6163,,,,,1.518
22/11/1991,1.6328,,,,,1.501
25/11/1991,1.6328,,,,,1.5095
26/11/1991,1.6496,,,,,1.4758
27/11/1991,1.6403,,,,,1.4841
29/11/1991,1.6163,,,,,1.5095
02/12/1991,1.6251,,,,,1.5851
03/12/1991,1.6648,,,,,1.593
04/12/1991,1.6251,,,,,1.593
05/12/1991,1.6163,,,,,1.593
06/12/1991,1.5853,,,,,1.6186
09/12/1991,1.5687,,,,,1.6019
10/12/1991,1.5687,,,,,1.6019
11/12/1991,1.5766,,,,,1.5851
12/12/1991,1.5815,,,,,1.6019
13/12/1991,1.5932,,,,,1.6019
16/12/1991,1.6137,,,,,1.6019
17/12/1991,1.6163,,,,,1.6019
18/12/1991,1.6083,,,,,1.6019
19/12/1991,1.6403,,,,,1.6268
20/12/1991,1.6403,,,,,1.6186
23/12/1991,1.6163,,,,,1.6772
24/12/1991,1.6648,,,,,1.6685
26/12/1991,1.6892,,,,,1.6939
27/12/1991,1.7531,,,,,1.736
30/12/1991,1.7611,,,,,1.736
31/12/1991,1.8377,,,,,1.736
02/01/1992,1.7853,,,,,1.786
03/01/1992,1.9209,,,,,1.778
06/01/1992,1.8813,,,,,1.828
07/01/1992,1.8414,,,,,1.8617
08/01/1992,1.8722,,,,,1.9453
09/01/1992,1.9363,,,,,1.9873
10/01/1992,1.9696,,,,,1.9453
13/01/1992,1.9926,,,,,1.996
14/01/1992,1.9926,,,,,2.021
15/01/1992,2.0643,,,,,2.0545
16/01/1992,2.0414,,,,,2.0043
17/01/1992,2.1695,,,,,1.996
20/01/1992,2.0643,,,,,1.9203
21/01/1992,2.0567,,,,,1.8786
22/01/1992,1.9696,,,,,1.9705
23/01/1992,2.0567,,,,,1.9539
24/01/1992,2.0643,,,,,1.9539
27/01/1992,2.0733,,,,,1.8952
28/01/1992,2.0733,,,,,1.9203
29/01/1992,2.0733,,,,,1.9539
30/01/1992,2.0337,,,,,1.9371
31/01/1992,2.0489,,,,,1.8531
03/02/1992,2.0733,,,,,1.9625
04/02/1992,2.1053,,,,,1.9539
05/02/1992,2.1208,,,,,1.9792
06/02/1992,2.1053,,,,,1.9792
07/02/1992,2.0567,,,,,1.9705
10/02/1992,2.0489,,,,,1.9453
11/02/1992,2.0171,,,,,1.8617
12/02/1992,2.0414,,,,,1.9705
13/02/1992,2.0885,,,,,1.9203
14/02/1992,2.0414,,,,,1.8698
18/02/1992,2.0567,,,,,1.8531
19/02/1992,2.0093,,,,,1.8197
20/02/1992,2.0003,,,,,1.8368
21/02/1992,2.0733,,,,,1.7945
24/02/1992,2.1208,,,,,1.803
25/02/1992,2.1208,,,,,1.8197
26/02/1992,2.1846,,,,,1.9203
27/02/1992,2.2411,,,,,1.9625
28/02/1992,2.1926,,,,,1.9371
02/03/1992,2.1695,,,,,1.9371
03/03/1992,2.1695,,,,,1.9287
04/03/1992,2.1208,,,,,1.9203
05/03/1992,2.0643,,,,,1.8952
06/03/1992,2.0337,,,,,1.8617
09/03/1992,2.0414,,,,,1.8698
10/03/1992,2.0489,,,,,1.9203
11/03/1992,2.0414,,,,,1.8867
12/03/1992,2.0246,,,,,1.9203
13/03/1992,2.0246,,,,,1.8952
16/03/1992,2.0093,,,,,1.9625
17/03/1992,2.0337,,,,,2.0126
18/03/1992,2.0246,,,,,1.9873
19/03/1992,2.0414,,,,,1.996
20/03/1992,2.0171,,,,,2.0126
23/03/1992,2.0171,,,,,2.021
24/03/1992,2.0337,,,,,1.996
25/03/1992,2.081,,,,,2.021
26/03/1992,2.0733,,,,,1.9539
27/03/1992,2.0449,,,,,1.9037
30/03/1992,1.9606,,,,,1.8867
31/03/1992,1.8646,,,,,1.8368
01/04/1992,1.8326,,,,,1.8867
02/04/1992,1.8887,,,,,1.8451
03/04/1992,1.8813,,,,,1.8451
06/04/1992,1.8887,,,,,1.912
07/04/1992,1.9532,,,,,1.8113
08/04/1992,1.825,,,,,1.8531
09/04/1992,1.7927,,,,,1.9037
10/04/1992,1.8326,,,,,1.828
13/04/1992,1.7775,,,,,1.8531
14/04/1992,1.8492,,,,,2.021
15/04/1992,1.857,,,,,2.021
16/04/1992,1.9286,,,,,1.9539
20/04/1992,1.8887,,,,,1.8531
21/04/1992,1.825,,,,,1.828
22/04/1992,1.8005,,,,,1.8617
23/04/1992,1.8414,,,,,1.8197
24/04/1992,1.825,,,,,1.7611
27/04/1992,1.7927,,,,,1.786
28/04/1992,1.7684,,,,,1.7194
29/04/1992,1.7366,,,,,1.7526
30/04/1992,1.8326,,,,,1.736
01/05/1992,1.9209,,,,,1.778
04/05/1992,1.9057,,,,,1.786
05/05/1992,1.9363,,,,,1.8368
06/05/1992,1.9452,,,,,1.8197
07/05/1992,1.9696,,,,,1.8197
08/05/1992,1.9696,,,,,1.7945
11/05/1992,1.9849,,,,,1.7945
12/05/1992,1.9926,,,,,1.786
13/05/1992,2.0003,,,,,1.7694
14/05/1992,2.0093,,,,,1.7273
15/05/1992,1.9532,,,,,1.736
18/05/1992,1.9696,,,,,1.778
19/05/1992,1.9452,,,,,1.7945
20/05/1992,1.9132,,,,,1.8368
21/05/1992,1.9286,,,,,1.8368
22/05/1992,1.8887,,,,,1.8197
26/05/1992,1.9057,,,,,1.8113
27/05/1992,1.8966,,,,,1.7945
28/05/1992,1.9209,,,,,1.8786
29/05/1992,1.9132,,,,,1.8867
01/06/1992,1.8326,,,,,1.9453
02/06/1992,1.8414,,,,,1.9203
03/06/1992,1.8085,,,,,1.9287
04/06/1992,1.7366,,,,,1.9203
05/06/1992,1.7531,,,,,1.8952
08/06/1992,1.7611,,,,,1.8617
09/06/1992,1.7366,,,,,1.803
10/06/1992,1.7288,,,,,1.7611
11/06/1992,1.7211,,,,,1.7273
12/06/1992,1.7441,,,,,1.7611
15/06/1992,1.7288,,,,,1.778
16/06/1992,1.657,,,,,1.7023
17/06/1992,1.5687,,,,,1.7194
18/06/1992,1.5213,,,,,1.7273
19/06/1992,1.4728,,,,,1.7194
22/06/1992,1.4085,,,,,1.7611
23/06/1992,1.4406,,,,,1.736
24/06/1992,1.4572,,,,,1.7023
25/06/1992,1.4882,,,,,1.6353
26/06/1992,1.4651,,,,,1.61
29/06/1992,1.4651,,,,,1.7106
30/06/1992,1.4969,,,,,1.6522
01/07/1992,1.5369,,,,,1.7106
02/07/1992,1.5687,,,,,1.6436
06/07/1992,1.4882,,,,,1.6436
07/07/1992,1.4803,,,,,1.6019
08/07/1992,1.4085,,,,,1.6186
09/07/1992,1.4728,,,,,1.6268
10/07/1992,1.4728,,,,,1.6436
13/07/1992,1.4651,,,,,1.6605
14/07/1992,1.5048,,,,,1.6856
15/07/1992,1.5213,,,,,1.6685
16/07/1992,1.5289,,,,,1.6856
17/07/1992,1.4406,,,,,1.6353
20/07/1992,1.4327,,,,,1.6436
21/07/1992,1.4572,,,,,1.6856
22/07/1992,1.4486,,,,,1.6436
23/07/1992,1.4243,,,,,1.6685
24/07/1992,1.4243,,,,,1.7106
27/07/1992,1.4651,,,,,1.7273
28/07/1992,1.4572,,,,,1.7526
29/07/1992,1.4919,,,,,1.7273
30/07/1992,1.5124,,,,,1.7273
31/07/1992,1.5124,,,,,1.7106
03/08/1992,1.4969,,,,,1.736
04/08/1992,1.4406,,,,,1.736
05/08/1992,1.4572,,,,,1.6772
06/08/1992,1.4162,,,,,1.6772
07/08/1992,1.3447,,,,,1.6685
10/08/1992,1.3841,,,,,1.6772
11/08/1992,1.4243,,,,,1.6856
12/08/1992,1.4012,,,,,1.6772
13/08/1992,1.4243,,,,,1.6685
14/08/1992,1.4406,,,,,1.6605
17/08/1992,1.4162,,,,,1.6186
18/08/1992,1.4243,,,,,1.6353
19/08/1992,1.4282,,,,,1.6353
20/08/1992,1.4327,,,,,1.6605
21/08/1992,1.4327,,,,,1.6353
24/08/1992,1.4162,,,,,1.6186
25/08/1992,1.3841,,,,,1.6522
26/08/1992,1.4162,,,,,1.6939
27/08/1992,1.4327,,,,,1.7273
28/08/1992,1.4162,,,,,1.7442
31/08/1992,1.4406,,,,,1.736
01/09/1992,1.4803,,,,,1.7526
02/09/1992,1.4882,,,,,1.778
03/09/1992,1.5687,,,,,1.7945
04/09/1992,1.5443,,,,,1.786
08/09/1992,1.4969,,,,,1.803
09/09/1992,1.5369,,,,,1.8368
10/09/1992,1.5369,,,,,1.8451
11/09/1992,1.5687,,,,,1.8786
14/09/1992,1.5687,,,,,1.9203
15/09/1992,1.5766,,,,,1.8786
16/09/1992,1.5289,,,,,1.8952
17/09/1992,1.5124,,,,,1.912
18/09/1992,1.4651,,,,,1.8531
21/09/1992,1.4969,,,,,1.8617
22/09/1992,1.4969,,,,,1.828
23/09/1992,1.4728,,,,,1.8617
24/09/1992,1.5124,,,,,1.8867
25/09/1992,1.4803,,,,,1.7945
28/09/1992,1.4406,,,,,1.8113
29/09/1992,1.4243,,,,,1.8786
30/09/1992,1.4406,,,,,1.8786
01/10/1992,1.4327,,,,,1.8617
02/10/1992,1.4243,,,,,1.8451
05/10/1992,1.3841,,,,,1.9371
06/10/1992,1.4012,,,,,1.9371
07/10/1992,1.4406,,,,,1.9371
08/10/1992,1.4085,,,,,1.9625
09/10/1992,1.3932,,,,,1.9539
12/10/1992,1.3841,,,,,1.996
13/10/1992,1.4327,,,,,1.9873
14/10/1992,1.4486,,,,,1.9539
15/10/1992,1.4651,,,,,1.996
16/10/1992,1.4969,,,,,1.996
19/10/1992,1.5687,,,,,2.0715
20/10/1992,1.5687,,,,,2.0715
21/10/1992,1.5766,,,,,2.1133
22/10/1992,1.5521,,,,,2.1216
23/10/1992,1.5766,,,,,2.0797
26/10/1992,1.561,,,,,2.1133
27/10/1992,1.6496,,,,,2.0715
28/10/1992,1.6403,,,,,2.0882
29/10/1992,1.6725,,,,,2.1133
30/10/1992,1.7136,,,,,2.0963
02/11/1992,1.68,,,,,2.1049
03/11/1992,1.68,,,,,2.0715
04/11/1992,1.6648,,,,,2.0963
05/11/1992,1.68,,,,,2.1551
06/11/1992,1.7531,,,,,2.1804
09/11/1992,1.7927,,,,,2.1635
10/11/1992,1.7611,,,,,2.1804
11/11/1992,1.8085,,,,,2.2055
12/11/1992,1.825,,,,,2.1971
13/11/1992,1.825,,,,,2.1886
16/11/1992,1.8005,,,,,2.1804
17/11/1992,1.8326,,,,,2.1299
18/11/1992,1.7927,,,,,2.1718
19/11/1992,1.8492,,,,,2.2136
20/11/1992,1.8722,,,,,2.1216
23/11/1992,1.8085,,,,,2.1467
24/11/1992,1.825,,,,,2.1635
25/11/1992,1.825,,,,,2.1551
27/11/1992,1.8085,,,,,2.1718
30/11/1992,1.8005,,,,,2.1804
01/12/1992,1.8326,,,,,2.1886
02/12/1992,1.8646,,,,,2.1299
03/12/1992,1.8085,,,,,2.1551
04/12/1992,1.8326,,,,,2.1635
07/12/1992,1.817,,,,,2.2055
08/12/1992,1.8492,,,,,2.1551
09/12/1992,1.8492,,,,,2.1133
10/12/1992,1.8326,,,,,2.0797
11/12/1992,1.8326,,,,,2.0378
14/12/1992,1.8414,,,,,2.0545
15/12/1992,1.817,,,,,2.0378
16/12/1992,1.8005,,,,,2.0545
17/12/1992,1.7684,,,,,2.0963
18/12/1992,1.8414,,,,,2.1133
21/12/1992,1.8646,,,,,2.1385
22/12/1992,1.9132,,,,,2.0715
23/12/1992,1.9286,,,,,2.0545
24/12/1992,1.9209,,,,,2.0545
28/12/1992,1.8966,,,,,2.0545
29/12/1992,1.9057,,,,,2.0378
30/12/1992,1.9132,,,,,2.021
31/12/1992,1.8813,,,,,1.996
04/01/1993,1.9057,,,,,1.996
05/01/1993,1.857,,,,,2.0462
06/01/1993,1.9452,,,,,2.0963
07/01/1993,1.9773,,,,,2.0545
08/01/1993,1.9452,,,,,2.0545
11/01/1993,1.9849,,,,,2.0963
12/01/1993,2.0093,,,,,2.1049
13/01/1993,1.9696,,,,,2.1718
14/01/1993,2.0489,,,,,2.0545
15/01/1993,1.9532,,,,,2.1049
18/01/1993,1.9057,,,,,2.0963
19/01/1993,1.9132,,,,,2.0797
20/01/1993,1.9132,,,,,2.0629
21/01/1993,1.9132,,,,,2.1133
22/01/1993,1.9286,,,,,2.0963
25/01/1993,1.8966,,,,,2.0797
26/01/1993,1.9363,,,,,2.0545
27/01/1993,1.9532,,,,,2.0294
28/01/1993,1.9209,,,,,2.0545
29/01/1993,1.9286,,,,,2.0294
01/02/1993,1.8966,,,,,2.0545
02/02/1993,1.9452,,,,,2.1049
03/02/1993,1.9532,,,,,2.0629
04/02/1993,1.9209,,,,,1.996
05/02/1993,1.8966,,,,,2.0797
08/02/1993,1.825,,,,,2.0378
09/02/1993,1.825,,,,,1.9873
10/02/1993,1.825,,,,,2.0294
11/02/1993,1.7853,,,,,2.0043
12/02/1993,1.7611,,,,,1.9453
16/02/1993,1.7136,,,,,1.9037
17/02/1993,1.7044,,,,,1.912
18/02/1993,1.7611,,,,,1.9287
19/02/1993,1.7684,,,,,1.8786
22/02/1993,1.7611,,,,,1.8368
23/02/1993,1.7611,,,,,1.8617
24/02/1993,1.6687,,,,,1.9371
25/02/1993,1.7044,,,,,1.9792
26/02/1993,1.7366,,,,,1.9705
01/03/1993,1.6967,,,,,1.9203
02/03/1993,1.6967,,,,,1.996
03/03/1993,1.7288,,,,,1.996
04/03/1993,1.7441,,,,,1.9625
05/03/1993,1.7531,,,,,1.9453
08/03/1993,1.7611,,,,,1.9792
09/03/1993,1.8085,,,,,1.9873
10/03/1993,1.817,,,,,2.0043
11/03/1993,1.825,,,,,2.021
12/03/1993,1.817,,,,,2.0963
15/03/1993,1.7927,,,,,2.0715
16/03/1993,1.8326,,,,,2.0378
17/03/1993,1.8085,,,,,2.0126
18/03/1993,1.7611,,,,,2.0126
19/03/1993,1.7611,,,,,1.9539
22/03/1993,1.7136,,,,,1.9625
23/03/1993,1.7044,,,,,1.9539
24/03/1993,1.6892,,,,,2.0378
25/03/1993,1.7211,,,,,2.0715
26/03/1993,1.7531,,,,,2.0378
29/03/1993,1.6725,,,,,2.0797
30/03/1993,1.6366,,,,,2.1467
31/03/1993,1.68,,,,,2.1718
01/04/1993,1.6403,,,,,2.1551
02/04/1993,1.6163,,,,,2.0882
05/04/1993,1.6006,,,,,2.1551
06/04/1993,1.6006,,,,,2.1133
07/04/1993,1.5687,,,,,2.1133
08/04/1993,1.6006,,,,,2.0882
12/04/1993,1.5853,,,,,2.1216
13/04/1993,1.6163,,,,,2.0963
14/04/1993,1.5443,,,,,2.0715
15/04/1993,1.5443,,,,,2.0545
16/04/1993,1.5443,,,,,2.0462
19/04/1993,1.5521,,,,,2.0378
20/04/1993,1.561,,,,,2.0378
21/04/1993,1.6083,,,,,1.9873
22/04/1993,1.5766,,,,,1.9539
23/04/1993,1.5932,,,,,1.9203
26/04/1993,1.5766,,,,,1.8952
27/04/1993,1.561,,,,,1.9539
28/04/1993,1.5932,,,,,2.0126
29/04/1993,1.6496,,,,,1.996
30/04/1993,1.6251,,,,,2.0126
03/05/1993,1.6403,,,,,2.0378
04/05/1993,1.6725,,,,,2.0715
05/05/1993,1.6967,,,,,2.0963
06/05/1993,1.7441,,,,,2.0545
07/05/1993,1.7136,,,,,2.0797
10/05/1993,1.7611,,,,,2.0715
11/05/1993,1.7611,,,,,2.0545
12/05/1993,1.7366,,,,,2.0126
13/05/1993,1.7136,,,,,2.021
14/05/1993,1.7684,,,,,2.0126
17/05/1993,1.7775,,,,,2.0378
18/05/1993,1.7775,,,,,2.1299
19/05/1993,1.7531,,,,,2.1718
20/05/1993,1.8326,,,,,2.1971
21/05/1993,1.8813,,,,,2.1718
24/05/1993,1.817,,,,,2.1551
25/05/1993,1.817,,,,,2.1551
26/05/1993,1.7927,,,,,2.2307
27/05/1993,1.8492,,,,,2.1971
28/05/1993,1.825,,,,,2.1886
01/06/1993,1.8085,,,,,2.2474
02/06/1993,1.817,,,,,2.2474
03/06/1993,1.825,,,,,2.2136
04/06/1993,1.7853,,,,,2.2136
07/06/1993,1.7441,,,,,2.1886
08/06/1993,1.561,,,,,2.1804
09/06/1993,1.4406,,,,,2.1467
10/06/1993,1.3932,,,,,2.1551
11/06/1993,1.4406,,,,,2.1385
14/06/1993,1.4085,,,,,2.1886
15/06/1993,1.4486,,,,,2.1804
16/06/1993,1.3524,,,,,2.1551
17/06/1993,1.3599,,,,,2.1299
18/06/1993,1.332,,,,,2.0882
21/06/1993,1.2959,,,,,2.0963
22/06/1993,1.3089,,,,,2.0715
23/06/1993,1.3366,,,,,2.0715
24/06/1993,1.2959,,,,,2.0797
25/06/1993,1.2933,,,,,2.0882
28/06/1993,1.2959,,,,,2.1216
29/06/1993,1.2883,,,,,2.0963
30/06/1993,1.2407,,,,,2.0715
01/07/1993,1.2485,,,,,2.0545
02/07/1993,1.2241,,,,,2.0378
06/07/1993,1.2241,,,,,1.9287
07/07/1993,1.2013,,,,,1.9792
08/07/1993,1.1679,,,,,1.996
09/07/1993,1.1845,,,,,1.996
12/07/1993,1.1768,,,,,1.9792
13/07/1993,1.2407,,,,,1.9539
14/07/1993,1.1768,,,,,1.9792
15/07/1993,1.1921,,,,,1.9539
16/07/1993,0.9117,,,,,1.8698
19/07/1993,0.8966,,,,,1.8617
20/07/1993,0.8401,,,,,1.8451
21/07/1993,0.8324,,,,,1.8952
22/07/1993,0.8324,,,,,1.8113
23/07/1993,0.8644,,,,,1.8368
26/07/1993,0.8567,,,,,1.8451
27/07/1993,0.8567,,,,,1.786
28/07/1993,0.8401,,,,,1.8368
29/07/1993,0.8644,,,,,1.7194
30/07/1993,0.8809,,,,,1.7611
02/08/1993,0.9039,,,,,1.7194
03/08/1993,0.9284,,,,,1.7194
04/08/1993,0.936,,,,,1.7273
05/08/1993,0.9849,,,,,1.7611
06/08/1993,0.936,,,,,1.7194
09/08/1993,0.936,,,,,1.7194
10/08/1993,0.9453,,,,,1.6772
11/08/1993,0.9117,,,,,1.7023
12/08/1993,0.8809,,,,,1.736
13/08/1993,0.8478,,,,,1.778
16/08/1993,0.8809,,,,,1.8368
17/08/1993,0.8886,,,,,1.828
18/08/1993,0.9284,,,,,1.8197
19/08/1993,0.9209,,,,,1.7273
20/08/1993,0.8886,,,,,1.778
23/08/1993,0.8966,,,,,1.7945
24/08/1993,0.9039,,,,,1.7611
25/08/1993,0.8966,,,,,1.7273
26/08/1993,0.8723,,,,,1.7023
27/08/1993,0.8644,,,,,1.7023
30/08/1993,0.8478,,,,,1.736
31/08/1993,0.8478,,,,,1.7694
01/09/1993,0.8478,,,,,1.8197
02/09/1993,0.8324,,,,,1.7945
03/09/1993,0.8324,,,,,1.778
07/09/1993,0.8324,,,,,1.736
08/09/1993,0.8401,,,,,1.7611
09/09/1993,0.8567,,,,,1.8113
10/09/1993,0.8401,,,,,1.8451
13/09/1993,0.8401,,,,,1.786
14/09/1993,0.776,,,,,1.778
